Column1;Column2;Column3;Column4;Column5;Column6
OVO003709;;Provinciale overheid;Autonoom Provinciebedrijf Campus Vesta;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/02c2bc6e15785114f5526b1ab5d29c6049e664bc6a5fab8bb27ae75ac4ad25c2
OVO003710;;Provinciale overheid;Autonoom Provinciebedrijf Fotomuseum;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/1d2d1bfee0392b33b27842b459ad79c92c838dc4357f3e45025f1e342d710cd2
OVO003711;;Provinciale overheid;Autonoom Provinciebedrijf Hooibeekhoeve;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/4c6a1597c80c61844bafbb4577a83a05babe77b6ac90811a5784c5e689f9d8ae
OVO003712;;Provinciale overheid;Autonoom Provinciebedrijf INOVANT;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/68879e6b75b4072009eeec2168e663052710338ae2499814f9d74c7844888d1c
OVO003713;;Provinciale overheid;Autonoom Provinciebedrijf Kamp C;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/b27a3032161dde49a0014809982dc41f12b32d93195611b4fcbe6bc21c36162f
OVO003714;;Provinciale overheid;Autonoom Provinciebedrijf Modemuseum;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/a51132a6f95272627426b76a0c01b78ba9c52f693343b2af7243b0a39b6e73be
OVO003715;;Provinciale overheid;Autonoom provinciebedrijf monumentenwacht West-Vlaanderen;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/bb58563c6b5d4ca1ebb32e72c137b9b9500369c6cd8a37d177ed6365bfd31484
OVO003716;;Provinciale overheid;AUTONOOM PROVINCIEBEDRIJF PATRIMONIUM;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/c93809518f932c82745d5f02da87d95dba524198a8de8c83bb8853de5dbae1cc
OVO003717;;Provinciale overheid;Autonoom Provinciebedrijf Sport;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/59a00f5bf4b00f2bc64c72d3d3a2d645e0659a662f4daca943995cbf2625138d
OVO003718;;Lokale overheid;Autonoom Gemeentebedrijf Assenede;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/7fe70d73b97eff8cbb7bc4a28289d3c4879fe8c1d0e61f7330322a1d4419af97
OVO003719;;Lokale overheid;Autonoom Gemeentebedrijf Beerse;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0f90644a16f44a40288110c9e8417299eb84a4a850322737bc66df3b5edd83b6
OVO003720;;Lokale overheid;Autonoom Gemeentebedrijf Beersel;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a530640a086676bac0b61fa8cd746f745fea6eb99a2151b9760e4214f35464b5
OVO003721;;Lokale overheid;Autonoom Gemeentebedrijf Beheer Patrimonium Gemeente Edegem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/3ef24b37b0d48fce4480d1990798752ad85585cc657e48e1daa5f840e0597d76
OVO003722;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF BEXIT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/eee3be76b21c7862631b030da2bf267915cc128801eb35af1ece608dd7d3f169
OVO003723;;Lokale overheid;Autonoom Gemeentebedrijf Blankenberge;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b10b532baab5f7a5871225d12771993c71254d52f12f493006fac0131eeac75e
OVO003724;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF BOCHOLT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/774a7935dd8a262a5d0e9bed428a8999ccc2995aad2b154706322d4f5f2adff8
OVO003725;;Lokale overheid;Autonoom Gemeentebedrijf Boechout;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/05d2729c880f168ae0d1b46f001d4a5691a7de650ef2604e6213111898e7c427
OVO003726;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF BOORTMEERBEEK;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d292fb446d91b6605dad7696df0a0a7905663cbca7b0c0e167cf72d4ae6900da
OVO003727;;Lokale overheid;Autonoom Gemeentebedrijf Borgloon;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/3d9b62f5f22241fa8ff72e0c4aa6ec1d354fd38eae781b4f8d026b58b3f63b65
OVO003728;;Lokale overheid;Autonoom Gemeentebedrijf Bornem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/6e163ed93509d81fff72ea3fee33318902f3e8b2aea9b1d6af02c5f555c5b925
OVO003729;;Lokale overheid;Autonoom Gemeentebedrijf Brasschaat;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/4a2864750000a2d8dafa1128bab23143c8725f2c6d6aef400f9bce917bd4a94a
OVO003730;;Lokale overheid;Autonoom Gemeentebedrijf Bredene;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/38c05fbb2a8f6d32ecbcbfea620a45d3b45b6f4a5da44f405b62eb1ca10e5697
OVO003731;;Lokale overheid;Autonoom Gemeentebedrijf Bree;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/fc6439d961a7fbf710dcfe8241a87a9047dec8c7f734731019d588e55b03dcf7
OVO003732;;Lokale overheid;Autonoom Gemeentebedrijf Buda;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/cb2b3462564710878e32548ef95190daa0e154a43d6677ec85a548eaa23b4d12
OVO003733;;Lokale overheid;Autonoom Gemeentebedrijf Cultuurcentrum Diest;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/56f5706b531b57eacf30076d6f8c51a4653ab2f7173746e7a503cf784f2c1ef2
OVO003734;;Lokale overheid;Autonoom Gemeentebedrijf De Kluize;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b0fc02dd4566e616301e5d85adf6b87eca8421e663cf2dbc70c9bc9f835d502a
OVO003735;;Europese overheid;Eurométropole Lille - Kortrijk - Tournai GECT;;https://data.vlaanderen.be/id/organisatie/OVO003735
OVO003736;;Lokale overheid;GEMEENTEL. HAVENBEDRIJF;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/186e802462653486cdce5fe867366e3f8ca32ef5737782fb835a4836c0308700
OVO003747;Werkenvoor.be;Federale overheid;SELOR;;https://data.vlaanderen.be/id/organisatie/OVO003747
OVO003778;Algemeen Ziekenhuis Alma;Lokale overheid;;;
OVO003779;Algemeen Ziekenhuis Damiaan Oostende;Lokale overheid;;;
OVO003780;Algemeen Ziekenhuis Delta;Lokale overheid;;;
OVO003781;Algemeen Stedelijk Ziekenhuis Diest;Lokale overheid;;;
OVO003782;Algemeen Ziekenhuis Glorieux;Lokale overheid;;;
OVO003789;Maria Middelares;Lokale overheid;;;
OVO003796;AZ St.-Elisabeth Herentals VZW;Lokale overheid;;;
OVO003798;Campus Sint-Jan;Lokale overheid;;;
OVO003806;AZ TURNHOUT;Lokale overheid;;;
OVO003850;SINT-JOZEFSKLINIEK;Lokale overheid;;;
OVO003881;;Federale overheid;Federaal Agentschap voor de Veiligheid van de Voedselketen;;https://data.vlaanderen.be/id/organisatie/OVO003881
OVO003884;Commissie voor de Regulering van de Elektriciteit en het Gas;Federale overheid;Commissie voor de Regulering van de Elektriciteit en het Gas;;https://data.vlaanderen.be/id/organisatie/OVO003884
OVO003898;;Europese overheid;Europees Milieuagentschap;;https://data.vlaanderen.be/id/organisatie/OVO003898
OVO003944;Sociale Dienst voor de Personeelsleden van het GO! Onderwijs van de vlaamse Gemeenschap;Vlaamse overheid;Sociale Dienst voor de Personeelsleden van het GO! Onderwijs van de vlaamse Gemeenschap;;https://data.vlaanderen.be/id/organisatie/OVO003944
OVO003953;be-DIVE;Vlaamse overheid;be-DIVE;;https://data.vlaanderen.be/id/organisatie/OVO003953
OVO003954;UHasselt Plus;Vlaamse overheid;UHasselt Plus;;https://data.vlaanderen.be/id/organisatie/OVO003954
OVO003988;Federale Overheidsdienst Justitie;Federale overheid;Federale Overheidsdienst Justitie;;https://data.vlaanderen.be/id/organisatie/OVO003988
OVO003989;;Lokale overheid;Projectvereniging erfgoed Voorkempen;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/c46ffec7069bc8edf812c7c2ce5af392ddf2b5e6c4ba59e8f02a5a5c976f0312
OVO004018;Federale Overheidsdienst Werkgelegenheid, Arbeid en Sociaal Overleg;Federale overheid;Federale Overheidsdienst Werkgelegenheid, Arbeid en Sociaal Overleg;;https://data.vlaanderen.be/id/organisatie/OVO004018
OVO004018;Federale Overheidsdienst Werkgelegenheid, Arbeid en Sociaal Overleg;Federale overheid;Federale Overheidsdienst Werkgelegenheid, Arbeid en Sociaal Overleg;;https://data.vlaanderen.be/id/organisatie/OVO004018
OVO004021;;Lokale overheid;IOED Oost-Haspengouw & Voeren;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/f911c296878a07632996861f9cf503332c94aa180deae4de32e709af35e92a73
OVO004066;skeyes;Federale overheid;skeyes;;https://data.vlaanderen.be/id/organisatie/OVO004066
OVO004067;Federale Overheidsdienst Mobiliteit en Vervoer;Federale overheid;Federale Overheidsdienst Mobiliteit en Vervoer;;https://data.vlaanderen.be/id/organisatie/OVO004067
OVO004530;Universitair Ziekenhuis Leuven;Vlaamse overheid;Universitair Ziekenhuis Leuven;;https://data.vlaanderen.be/id/organisatie/OVO004530
OVO004539;Federale Overheidsdienst Economie, K.M.O., Middenstand en Energie;Federale overheid;Federale Overheidsdienst Economie, K.M.O., Middenstand en Energie;;https://data.vlaanderen.be/id/organisatie/OVO004539
OVO004539;Federale Overheidsdienst Economie, K.M.O., Middenstand en Energie;Federale overheid;Federale Overheidsdienst Economie, K.M.O., Middenstand en Energie;;https://data.vlaanderen.be/id/organisatie/OVO004539
OVO005190;Federale Overheidsdienst Financiën;Federale overheid;Federale Overheidsdienst Financiën;;https://data.vlaanderen.be/id/organisatie/OVO005190
OVO005190;Federale Overheidsdienst Financiën;Federale overheid;Federale Overheidsdienst Financiën;;https://data.vlaanderen.be/id/organisatie/OVO005190
OVO006465;;Provinciale overheid;Grindcomité - Het Sociaal comité;;https://data.vlaanderen.be/id/organisatie/OVO006465
OVO006466;;Provinciale overheid;Grindcomite> '- Het Herstructureringscomité;;https://data.vlaanderen.be/id/organisatie/OVO006466
OVO006467;;derden;ONESTO WOONPUNT;;https://data.vlaanderen.be/id/organisatie/OVO006467
OVO008202;Commissie Juridische Bijstand Gent;Vlaamse overheid;Commissie Juridische Bijstand;;https://data.vlaanderen.be/id/organisatie/OVO008202
OVO008214;Algemene directie van het middelenbeheer en de informatie;Federale overheid;Algemene directie van het middelenbeheer en de informatie;;https://data.vlaanderen.be/id/organisatie/OVO008214
OVO008217;Federale Overheidsdienst Sociale Zekerheid;Federale overheid;Federale Overheidsdienst Sociale Zekerheid;;https://data.vlaanderen.be/id/organisatie/OVO008217
OVO008217;Federale Overheidsdienst Sociale Zekerheid;Federale overheid;Federale Overheidsdienst Sociale Zekerheid;;https://data.vlaanderen.be/id/organisatie/OVO008217
OVO008218;Kruispuntbank van de Sociale Zekerheid;Federale overheid;Kruispuntbank van de Sociale Zekerheid;;https://data.vlaanderen.be/id/organisatie/OVO008218
OVO008225;Gedeconcentreerde gerechtelijke directie van de federale politie Antwerpen;Federale overheid;Gedeconcentreerde gerechtelijke directie van de federale politie Antwerpen;;https://data.vlaanderen.be/id/organisatie/OVO008225
OVO008229;Algemene directie van de bestuurlijke politie;Federale overheid;Algemene directie van de bestuurlijke politie;;https://data.vlaanderen.be/id/organisatie/OVO008229
OVO008237;Federale Overheidsdienst Binnenlandse Zaken;Federale overheid;Federale Overheidsdienst Binnenlandse Zaken;;https://data.vlaanderen.be/id/organisatie/OVO008237
OVO008237;Federale Overheidsdienst Binnenlandse Zaken;Federale overheid;Federale Overheidsdienst Binnenlandse Zaken;;https://data.vlaanderen.be/id/organisatie/OVO008237
OVO008238;Federale Overheidsdienst Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu;Federale overheid;Federale Overheidsdienst Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu;;https://data.vlaanderen.be/id/organisatie/OVO008238
OVO008238;Federale Overheidsdienst Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu;Federale overheid;Federale Overheidsdienst Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu;;https://data.vlaanderen.be/id/organisatie/OVO008238
OVO008247;;Lokale overheid;INTRADURA;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/b79821cd556509a873c31be17e9248f9a073c04048376e742f10ed02dcd85ff6
OVO008259;;Lokale overheid;Projectvereniging de Merode;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/fa939498080da2c175719511018d7590f179279a771d69c562f59dbe152338fd
OVO008287;Centrum Algemeen Welzijnswerk Oost-Vlaanderen;Lokale overheid;;;
OVO008371;;Lokale overheid;Vereniging Weldenderend;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/5567394c206a8da9fe1e8ab4dc1d043eabdb5915ecf3d06a9495dc64cc3c691e
OVO008377;Gemeente Oudsbergen;Lokale overheid;Oudsbergen;Gemeente;http://data.lblod.info/id/bestuurseenheden/47857958-7d00-47e0-ae83-00d914eca93f
OVO008378;;Lokale overheid;Zorgvereniging Brugge;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/005f263d440315a440c47a34fddec33b7745836d64fe0b033fc82957285e838b
OVO008379;Gemeente Kruisem;Lokale overheid;Kruisem;Gemeente;http://data.lblod.info/id/bestuurseenheden/52cc723a-9717-496d-9897-c6774cf124e4
OVO008380;Gemeente Pelt;Lokale overheid;Pelt;Gemeente;http://data.lblod.info/id/bestuurseenheden/8d7de878-db13-4fe1-8d74-bb8c9a690d90
OVO008381;Gemeente Lievegem;Lokale overheid;Lievegem;Gemeente;http://data.lblod.info/id/bestuurseenheden/57b1646f-bf4c-4dc4-8bc9-6ec8a6486018
OVO008382;Gemeente Puurs-Sint-Amands;Lokale overheid;Puurs-Sint-Amands;Gemeente;http://data.lblod.info/id/bestuurseenheden/c8f33e80-6f19-4ba1-a758-9d85f42d28d4
OVO008401;OCMW Vereniging SAKURA;Lokale overheid;OCMW Vereniging SAKURA;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/ffec0b97d60ac685f8e95209fdbdee3ba0171511609d109d4252a34fc5bf4160
OVO008402;;Lokale overheid;Autonoom gemeentebedrijf Willebroek;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/fdccd8b127587cc2d592770765c9335a5159e87ffb8a57f2f571b1be8e97ce11
OVO008407;;Lokale overheid;Zorgbedrijf Brasschaat;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/8cfb6e37e4259b79bffd9027e38e2a10397edf45084122f3939dd19ff378fe9c
OVO008439;Zorg Izegem;Lokale overheid;Zorg Izegem;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/836436cd7bc957ec9eb24865c628c5707b4a1fbbae5cccebfaf1df0983f888be
OVO008446;Zorgbedrijf Rivierenland;Lokale overheid;Zorgbedrijf Rivierenland;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/12b3670c672298b9f906f60433ab945a8c8cd2ef8e4b5f922d1fb284da18cd73
OVO008574;;Lokale overheid;Zorgbedrijf Harelbeke;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/e9612bfd21b5b805074e751d03224dae38f8c4c91a89fd34f1f4007c3978ba91
OVO008581;;Lokale overheid;Woon- en Zorgbedrijf Wervik;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/aabc8d18d6b42c555fc9061c1f756bae12c7ab722a4b4d6408e14785d5762500
OVO008592;Zorgvereniging OPcura;Lokale overheid;Zorgvereniging OPcura;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/559066ee63a3bbb4dbcaac93d9da15d9e81891e17e8a1d104a5ed356daa4aca4
OVO008593;;Lokale overheid;Woonzorgnetwerk Edegem;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/7152ffbc9f34208fdba63318b1d7e87980937c71cc36dfc24d5303567436f4b8
OVO008643;Vlaams Agentschap voor de Uitbetaling van Toelagen in het kader van het Gezinsbeleid;Vlaamse overheid;Vlaams Agentschap voor de Uitbetaling van Toelagen in het kader van het Gezinsbeleid;;https://data.vlaanderen.be/id/organisatie/OVO008643
OVO008645;;Lokale overheid;Projectvereniging Regionaal Landschap Haspengouw en Voeren;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/77a7547387a6dee1728200f54a4d54756c953fe5a702a2e9fe2008b217ff21a5
OVO008879;Activiteiten CultuurCentrum Ieper;Lokale overheid;;;
OVO009023;Diplomatiek Vertegenwoordiger van Vlaanderen in Nederland;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in Nederland;;https://data.vlaanderen.be/id/organisatie/OVO009023
OVO009024;Diplomatiek Vertegenwoordiger van Vlaanderen in het Verenigd Koninkrijk;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in het Verenigd Koninkrijk;;https://data.vlaanderen.be/id/organisatie/OVO009024
OVO009025;Diplomatiek Vertegenwoordiger van Vlaanderen in de Verenigde Staten;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in de Verenigde Staten;;https://data.vlaanderen.be/id/organisatie/OVO009025
OVO009026;Diplomatiek Vertegenwoordiger van Vlaanderen in Oostenrijk, de Tsjechische Republiek, Hongarije, Slovakije en Slovenië;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in Oostenrijk, de Tsjechische Republiek, Hongarije, Slovakije en Slovenië;;https://data.vlaanderen.be/id/organisatie/OVO009026
OVO009027;Diplomatiek Vertegenwoordiger van Vlaanderen in Polen en de Baltische Staten;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in Polen en de Baltische Staten;;https://data.vlaanderen.be/id/organisatie/OVO009027
OVO009029;Diplomatiek Vertegenwoordiger van Vlaanderen in zuidelijk Afrika;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in zuidelijk Afrika;;https://data.vlaanderen.be/id/organisatie/OVO009029
OVO009030;Diplomatiek Vertegenwoordiger van Vlaanderen in Duitsland;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in Duitsland;;https://data.vlaanderen.be/id/organisatie/OVO009030
OVO009031;Diplomatiek Vertegenwoordiger van Vlaanderen in Frankrijk;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen in Frankrijk;;https://data.vlaanderen.be/id/organisatie/OVO009031
OVO009045;Diplomatiek Vertegenwoordiger van Vlaanderen bij de EU;Vlaamse overheid;Diplomatiek Vertegenwoordiger van Vlaanderen bij de EU;;https://data.vlaanderen.be/id/organisatie/OVO009045
OVO009357;GC de oude pastorie;Lokale overheid;;;
OVO009362;Gemeenschapscentrum De Wildeman;Lokale overheid;;;
OVO009384;GEMEENSCHAPSCENTRUM TER KOMMEN;Lokale overheid;;;
OVO009746;Grondwettelijk Hof -  Cour constitutionnelle;Federale overheid;Grondwettelijk Hof -  Cour constitutionnelle;;https://data.vlaanderen.be/id/organisatie/OVO009746
OVO009930;Heemschut;Lokale overheid;;;
OVO010087;Rekenhof;Federale overheid;Rekenhof;;https://data.vlaanderen.be/id/organisatie/OVO010087
OVO010442;In Flanders Fields Museum;Lokale overheid;;;
OVO010516;Directoraat-generaal Begroting en Beleidsevaluatie;Federale overheid;Directoraat-generaal Begroting en Beleidsevaluatie;;https://data.vlaanderen.be/id/organisatie/OVO010516
OVO010825;JEUGDONTMOETINGSCENTRUM;Lokale overheid;;;
OVO010827;JEUGDONTMOETINGSCENTRUM IEPER;Lokale overheid;;;
OVO011207;KATTEVENNEN;Lokale overheid;;;
OVO011791;Gemeente Aalter;Lokale overheid;Aalter;Gemeente;http://data.lblod.info/id/bestuurseenheden/5116efa8-e96e-46a2-aba6-c077e9056a96
OVO011899;Stad Deinze;Lokale overheid;Deinze;Gemeente;http://data.lblod.info/id/bestuurseenheden/d93451bf-e89a-4528-80f3-f0a1c19361a8
OVO014006;ONZE-LIEVE-VROUW VAN LOURDES ZIEKENHUIS WAREGEM;Vlaamse overheid;ONZE-LIEVE-VROUW VAN LOURDES ZIEKENHUIS WAREGEM;;https://data.vlaanderen.be/id/organisatie/OVO014006
OVO015327;Recreatie- en Natuurpark Keiheuvel;Lokale overheid;;;
OVO015549;Ros Beiaardcomité;Lokale overheid;;;
OVO018587;KOBIE;Lokale overheid;;;
OVO019550;CULTUREEL CENTRUM JAN TERVAERT;Lokale overheid;;;
OVO019561;CULTUURCENTRUM 'T VONDEL HALLE;Lokale overheid;;;
OVO019566;Cultuurcentrum Bierbeek;Lokale overheid;;;
OVO019604;CULTUURCENTRUM KAPELLEN;Lokale overheid;;;
OVO019627;CULTUURCENTRUM STROMBEEK/GRIMBERGEN;Lokale overheid;;;
OVO019639;De Centrale;Lokale overheid;;;
OVO019809;Belgisch Instituut voor postdiensten en telecommunicatie;Federale overheid;Belgisch Instituut voor postdiensten en telecommunicatie;;https://data.vlaanderen.be/id/organisatie/OVO019809
OVO019847;Berentrode;Lokale overheid;;;
OVO019876;Belgisch Staatsblad;Federale overheid;Belgisch Staatsblad;;https://data.vlaanderen.be/id/organisatie/OVO019876
OVO020333;Gemeentelijk Cultuurcentrum Beveren;Lokale overheid;;;
OVO020561;Krankhoeve;Lokale overheid;;;
OVO020666;Muziekcentrum De Bijloke Gent;Lokale overheid;;;
OVO020865;ProgrammaVZW Cultuurcentrum De Steiger Boom;Lokale overheid;;;
OVO020867;Programma - Cultuurcentrum de Meent;Lokale overheid;;;
OVO020870;PROGRAMMATIE CULTUREEL CENTRUM EVA-P VZW  AARTSELAAR;Lokale overheid;;;
OVO021108;Ter Dilft Programmatie;Lokale overheid;;;
OVO021257;PROGRAMMERING CULTUURCENTRUM HEMELHOEVE;Lokale overheid;;;
OVO021290;ZEBRA;Lokale overheid;;;
OVO022998;CultuurCentrum Beringen;Lokale overheid;;;
OVO024760;Federaal Agentschap voor de Opvang van Asielzoekers;Federale overheid;Federaal Agentschap voor de Opvang van Asielzoekers;;https://data.vlaanderen.be/id/organisatie/OVO024760
OVO024762;Federale Overheidsdienst Buitenlandse Zaken, Buitenlandse Handel en Ontwikkelingssamenwerking;Federale overheid;Federale Overheidsdienst Buitenlandse Zaken, Buitenlandse Handel en Ontwikkelingssamenwerking;;https://data.vlaanderen.be/id/organisatie/OVO024762
OVO024763;Federale Overheidsdienst Kanselarij van de Eerste Minister;Federale overheid;Federale Overheidsdienst Kanselarij van de Eerste Minister;;https://data.vlaanderen.be/id/organisatie/OVO024763
OVO024763;Federale Overheidsdienst Kanselarij van de Eerste Minister;Federale overheid;Federale Overheidsdienst Kanselarij van de Eerste Minister;;https://data.vlaanderen.be/id/organisatie/OVO024763
OVO025044;Zorg Houthalen-Helchteren;Lokale overheid;Zorg Houthalen-Helchteren;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/8d71b78b3048c4062561b199811a6de7d49c8553c794b6cc62a565e683681ed4
OVO025060;Beheer Energie Aalst;Lokale overheid;;;
OVO025061;SPORTPROMOTIE AARSCHOT;Lokale overheid;;;
OVO025063;EVA vzw Sport plus Brasschaat;Lokale overheid;;;
OVO025064;Beurs-, Meeting- en Congrescentrum;Lokale overheid;;;
OVO025065;Programma-vzw De Pinte-Zevergem;Lokale overheid;;;
OVO025067;Sportbeheer De Pinte;Lokale overheid;;;
OVO025068;SPORTINSTELLINGEN DESSEL;Lokale overheid;;;
OVO025069;INITIATIEF BUITENSCHOOLSE KINDEROPVANG - DESSEL;Lokale overheid;;;
OVO025070;GEVA-VZW Ontmoetingscentra Diest;Lokale overheid;;;
OVO025071;GEMEENTELIJKE KINDEROPVANG DILBEEK;Lokale overheid;;;
OVO025072;Sporthall Drogenbos;Lokale overheid;;;
OVO025073;REGent;Lokale overheid;;;
OVO025076;Toerisme Hamme;Lokale overheid;;;
OVO025077;Gemeentelijke Sportcentra Hamme;Lokale overheid;;;
OVO025078;Ondernemend Hamme;Lokale overheid;;;
OVO025079;EVA vzw Dienst 112 Hamme;Lokale overheid;;;
